,mz,diagIonsInChian,diagIonsInRing,characteristicMass
LMST03020038_0-1_0_0_chain,446.3265,"432.3108,414.3002,396.2897",,"432.3108,414.3002,396.2897"
LMST03020038_2-3_0_0_chain,446.3265,"156.1019,138.0913,120.0808,320.2584,302.2478",,"156.1019,138.0913,120.0808,320.2584,302.2478"
LMST03020038_4-5_0_0_chain,446.3265,"294.2427,276.2322,182.1176,164.107,146.0964",,"294.2427,276.2322,182.1176,164.107,146.0964"
LMST03020039_0-1_0_0_chain,462.3214,"448.3057,430.2952,412.2846",,"448.3057,430.2952,412.2846"
LMST03020039_2-3_0_0_chain,462.3214,"156.1019,138.0913,120.0808,336.2533,318.2427",,"156.1019,138.0913,120.0808,336.2533,318.2427"
LMST03020039_4-5_0_0_chain,462.3214,"310.2376,292.2271,182.1176,164.107,146.0964",,"310.2376,292.2271,182.1176,164.107,146.0964"
LMST03020040_0-1_0_0_chain,416.3523,"402.3366,384.3261",,"402.3366,384.3261"
LMST03020040_6-7_0_0_chain,416.3523,"126.0913,320.2948,302.2842",,"126.0913,320.2948,302.2842"
LMST03020040_8-9_0_0_chain,416.3523,"294.2791,276.2686,152.107",,"294.2791,276.2686,152.107"
LMST03020041_0-1_0_0_chain,448.3244,"434.3087,416.2981,398.2876",,"434.3087,416.2981,398.2876"
LMST03020041_2-3_0_0_chain,448.3244,"158.0634,140.0528,320.2948,302.2842",,"158.0634,140.0528,320.2948,302.2842"
LMST03020041_4-5_0_0_chain,448.3244,"294.2791,276.2686,184.079,166.0685",,"294.2791,276.2686,184.079,166.0685"
LMST03020042_0-1_0_0_chain,448.3244,"434.3087,416.2981,398.2876",,"434.3087,416.2981,398.2876"
LMST03020042_2-3_0_0_chain,448.3244,"158.0634,140.0528,320.2948,302.2842",,"158.0634,140.0528,320.2948,302.2842"
LMST03020042_4-5_0_0_chain,448.3244,"294.2791,276.2686,184.079,166.0685",,"294.2791,276.2686,184.079,166.0685"
LMST03020043_0-1_0_0_chain,448.3244,"434.3087,416.2981,398.2876",,"434.3087,416.2981,398.2876"
LMST03020043_2-3_0_0_chain,448.3244,"158.0634,140.0528,320.2948,302.2842",,"158.0634,140.0528,320.2948,302.2842"
LMST03020043_4-5_0_0_chain,448.3244,"294.2791,276.2686,184.079,166.0685",,"294.2791,276.2686,184.079,166.0685"
LMST03020044_0-1_0_0_chain,432.3472,"418.3316,400.321,382.3104",,"418.3316,400.321,382.3104"
LMST03020044_2-3_0_0_chain,432.3472,"156.1019,138.0913,120.0808,306.2791",,"156.1019,138.0913,120.0808,306.2791"
LMST03020044_4-5_0_0_chain,432.3472,"280.2635,182.1176,164.107,146.0964",,"280.2635,182.1176,164.107,146.0964"
LMST03020045_0-1_0_0_chain,432.3472,"418.3316,400.321,382.3104",,"418.3316,400.321,382.3104"
LMST03020045_7-8_0_0_chain,432.3472,"140.107,122.0964,322.274,304.2635",,"140.107,122.0964,322.274,304.2635"
LMST03020045_9-10_0_0_chain,432.3472,"296.2584,278.2478,166.1226,148.1121",,"296.2584,278.2478,166.1226,148.1121"
LMST03020046_0-1_0_0_chain,432.3472,"418.3316,400.321,382.3104",,"418.3316,400.321,382.3104"
LMST03020046_2-3_0_0_chain,432.3472,"156.1019,138.0913,120.0808,306.2791,288.2686",,"156.1019,138.0913,120.0808,306.2791,288.2686"
LMST03020046_4-5_0_0_chain,432.3472,"280.2635,262.2529,182.1176,164.107,146.0964",,"280.2635,262.2529,182.1176,164.107,146.0964"
LMST03020047_14-15_0_0_chain,432.3472,"306.2791,288.2686,156.1019,138.0913,120.0808",,"306.2791,288.2686,156.1019,138.0913,120.0808"
LMST03020047_13-24_0_0_ring,432.3472,,"401.305,383.2944,365.2839","401.305,383.2944,365.2839"
LMST03020047_16-17_0_0_ring,432.3472,,"401.305,383.2944,365.2839","401.305,383.2944,365.2839"
LMST03020048_0-1_0_0_chain,432.3472,"418.3316,400.321,382.3104",,"418.3316,400.321,382.3104"
LMST03020048_2-3_0_0_chain,432.3472,"156.1019,138.0913,120.0808,306.2791,288.2686",,"156.1019,138.0913,120.0808,306.2791,288.2686"
LMST03020048_4-5_0_0_chain,432.3472,"280.2635,262.2529,182.1176,164.107,146.0964",,"280.2635,262.2529,182.1176,164.107,146.0964"
LMST03020049_0-1_0_0_chain,464.3193,"450.3036,432.2931,414.2825,420.2692,402.2587,384.2481",,"450.3036,432.2931,414.2825,420.2692,402.2587,384.2481"
LMST03020049_2-3_0_0_chain,464.3193,"174.0583,156.0478,143.0161,125.0056,320.2948,302.2842",,"174.0583,156.0478,143.0161,125.0056,320.2948,302.2842"
LMST03020049_4-5_0_0_chain,464.3193,"170.0396,152.029,294.2791,276.2686,200.074,182.0634",,"170.0396,152.029,294.2791,276.2686,200.074,182.0634"
LMST03020050_0-1_0_0_chain,464.3193,"450.3036,432.2931,414.2825,420.2692,402.2587,384.2481",,"450.3036,432.2931,414.2825,420.2692,402.2587,384.2481"
LMST03020050_2-3_0_0_chain,464.3193,"174.0583,156.0478,143.0161,125.0056,320.2948,302.2842",,"174.0583,156.0478,143.0161,125.0056,320.2948,302.2842"
LMST03020050_4-5_0_0_chain,464.3193,"170.0396,152.029,294.2791,276.2686,200.074,182.0634",,"170.0396,152.029,294.2791,276.2686,200.074,182.0634"
LMST03020051_0-1_0_0_chain,464.3193,"450.3036,432.2931,414.2825,420.2692,402.2587,384.2481",,"450.3036,432.2931,414.2825,420.2692,402.2587,384.2481"
LMST03020051_2-3_0_0_chain,464.3193,"174.0583,156.0478,143.0161,125.0056,320.2948,302.2842",,"174.0583,156.0478,143.0161,125.0056,320.2948,302.2842"
LMST03020051_4-5_0_0_chain,464.3193,"170.0396,152.029,294.2791,276.2686,200.074,182.0634",,"170.0396,152.029,294.2791,276.2686,200.074,182.0634"
LMST03020052_0-1_0_0_chain,464.3193,"450.3036,432.2931,414.2825,420.2692,402.2587,384.2481",,"450.3036,432.2931,414.2825,420.2692,402.2587,384.2481"
LMST03020052_2-3_0_0_chain,464.3193,"174.0583,156.0478,143.0161,125.0056,320.2948,302.2842",,"174.0583,156.0478,143.0161,125.0056,320.2948,302.2842"
LMST03020052_4-5_0_0_chain,464.3193,"170.0396,152.029,294.2791,276.2686,200.074,182.0634",,"170.0396,152.029,294.2791,276.2686,200.074,182.0634"
LMST03020053_0-1_0_0_chain,464.3193,"450.3036,432.2931,414.2825",,"450.3036,432.2931,414.2825"
LMST03020053_2-3_0_0_chain,464.3193,"156.1019,138.0913,120.0808,338.2512,320.2406",,"156.1019,138.0913,120.0808,338.2512,320.2406"
LMST03020053_4-5_0_0_chain,464.3193,"312.2355,294.225,182.1176,164.107,146.0964",,"312.2355,294.225,182.1176,164.107,146.0964"
LMST03020054_0-1_0_0_chain,464.3193,"450.3036,432.2931,414.2825",,"450.3036,432.2931,414.2825"
LMST03020054_2-3_0_0_chain,464.3193,"156.1019,138.0913,120.0808,338.2512,320.2406",,"156.1019,138.0913,120.0808,338.2512,320.2406"
LMST03020054_4-5_0_0_chain,464.3193,"312.2355,294.225,182.1176,164.107,146.0964",,"312.2355,294.225,182.1176,164.107,146.0964"
LMST03020055_0-1_0_0_chain,464.3193,"450.3036,432.2931,414.2825",,"450.3036,432.2931,414.2825"
LMST03020055_2-3_0_0_chain,464.3193,"156.1019,138.0913,120.0808,338.2512,320.2406",,"156.1019,138.0913,120.0808,338.2512,320.2406"
LMST03020055_4-5_0_0_chain,464.3193,"312.2355,294.225,182.1176,164.107,146.0964",,"312.2355,294.225,182.1176,164.107,146.0964"
LMST03020056_0-1_0_0_chain,448.3421,"434.3265,416.3159,398.3053",,"434.3265,416.3159,398.3053"
LMST03020056_2-3_0_0_chain,448.3421,"156.1019,138.0913,120.0808,322.274,304.2635",,"156.1019,138.0913,120.0808,322.274,304.2635"
LMST03020056_4-5_0_0_chain,448.3421,"296.2584,278.2478,182.1176,164.107,146.0964",,"296.2584,278.2478,182.1176,164.107,146.0964"
LMST03020057_0-1_0_0_chain,448.3421,"434.3265,416.3159,398.3053",,"434.3265,416.3159,398.3053"
LMST03020057_2-3_0_0_chain,448.3421,"156.1019,138.0913,120.0808,322.274,304.2635",,"156.1019,138.0913,120.0808,322.274,304.2635"
LMST03020057_4-5_0_0_chain,448.3421,"296.2584,278.2478,182.1176,164.107,146.0964",,"296.2584,278.2478,182.1176,164.107,146.0964"
LMST03020058_0-1_0_0_chain,448.3421,"434.3265,416.3159,398.3053",,"434.3265,416.3159,398.3053"
LMST03020058_2-3_0_0_chain,448.3421,"156.1019,138.0913,120.0808,322.274,304.2635",,"156.1019,138.0913,120.0808,322.274,304.2635"
LMST03020058_4-5_0_0_chain,448.3421,"296.2584,278.2478,182.1176,164.107,146.0964",,"296.2584,278.2478,182.1176,164.107,146.0964"
LMST03020059_0-1_0_0_chain,448.3421,"434.3265,416.3159,398.3053",,"434.3265,416.3159,398.3053"
LMST03020059_2-3_0_0_chain,448.3421,"156.1019,138.0913,120.0808,322.274,304.2635",,"156.1019,138.0913,120.0808,322.274,304.2635"
LMST03020059_4-5_0_0_chain,448.3421,"296.2584,278.2478,182.1176,164.107,146.0964",,"296.2584,278.2478,182.1176,164.107,146.0964"
LMST03020060_0-1_0_0_chain,448.3421,"434.3265,416.3159,398.3053",,"434.3265,416.3159,398.3053"
LMST03020060_2-3_0_0_chain,448.3421,"156.1019,138.0913,120.0808,322.274,304.2635",,"156.1019,138.0913,120.0808,322.274,304.2635"
LMST03020060_4-5_0_0_chain,448.3421,"296.2584,278.2478,182.1176,164.107,146.0964",,"296.2584,278.2478,182.1176,164.107,146.0964"
LMST03020061_0-1_0_0_chain,448.3421,"434.3265,416.3159,398.3053",,"434.3265,416.3159,398.3053"
LMST03020061_2-3_0_0_chain,448.3421,"156.1019,138.0913,120.0808,322.274,304.2635",,"156.1019,138.0913,120.0808,322.274,304.2635"
LMST03020061_4-5_0_0_chain,448.3421,"296.2584,278.2478,182.1176,164.107,146.0964",,"296.2584,278.2478,182.1176,164.107,146.0964"
LMST03020062_0-1_0_0_chain,448.3421,"434.3265,416.3159,398.3053",,"434.3265,416.3159,398.3053"
LMST03020062_2-3_0_0_chain,448.3421,"156.1019,138.0913,120.0808,322.274,304.2635",,"156.1019,138.0913,120.0808,322.274,304.2635"
LMST03020062_4-5_0_0_chain,448.3421,"296.2584,278.2478,182.1176,164.107,146.0964",,"296.2584,278.2478,182.1176,164.107,146.0964"
LMST03020063_0-1_0_0_chain,448.3421,"434.3265,416.3159,398.3053",,"434.3265,416.3159,398.3053"
LMST03020063_2-3_0_0_chain,448.3421,"156.1019,138.0913,120.0808,322.274,304.2635",,"156.1019,138.0913,120.0808,322.274,304.2635"
LMST03020063_4-5_0_0_chain,448.3421,"296.2584,278.2478,182.1176,164.107,146.0964",,"296.2584,278.2478,182.1176,164.107,146.0964"
LMST03020064_0-1_0_0_chain,448.3421,"434.3265,416.3159,398.3053",,"434.3265,416.3159,398.3053"
LMST03020064_2-3_0_0_chain,448.3421,"156.1019,138.0913,120.0808,322.274,304.2635,286.2529",,"156.1019,138.0913,120.0808,322.274,304.2635,286.2529"
LMST03020064_4-5_0_0_chain,448.3421,"296.2584,278.2478,260.2373,182.1176,164.107,146.0964",,"296.2584,278.2478,260.2373,182.1176,164.107,146.0964"
LMST03020065_0-1_0_0_chain,464.337,"450.3214,432.3108,414.3003",,"450.3214,432.3108,414.3003"
LMST03020065_2-3_0_0_chain,464.337,"156.1019,138.0913,120.0808,338.269,320.2584,302.2478",,"156.1019,138.0913,120.0808,338.269,320.2584,302.2478"
LMST03020065_4-5_0_0_chain,464.337,"312.2533,294.2427,276.2322,182.1176,164.107,146.0964",,"312.2533,294.2427,276.2322,182.1176,164.107,146.0964"
LMST03020066_0-1_0_0_chain,464.337,"450.3214,432.3108,414.3003",,"450.3214,432.3108,414.3003"
LMST03020066_2-3_0_0_chain,464.337,"156.1019,138.0913,120.0808,338.269,320.2584,302.2478",,"156.1019,138.0913,120.0808,338.269,320.2584,302.2478"
LMST03020066_4-5_0_0_chain,464.337,"312.2533,294.2427,276.2322,182.1176,164.107,146.0964",,"312.2533,294.2427,276.2322,182.1176,164.107,146.0964"
LMST03020067_0-1_0_0_chain,464.337,"450.3214,432.3108,414.3003",,"450.3214,432.3108,414.3003"
LMST03020067_2-3_0_0_chain,464.337,"156.1019,138.0913,120.0808,338.269,320.2584,302.2478",,"156.1019,138.0913,120.0808,338.269,320.2584,302.2478"
LMST03020067_4-5_0_0_chain,464.337,"312.2533,294.2427,276.2322,182.1176,164.107,146.0964",,"312.2533,294.2427,276.2322,182.1176,164.107,146.0964"
LMST03020068_0-1_0_0_chain,464.337,"450.3214,432.3108,414.3003",,"450.3214,432.3108,414.3003"
LMST03020068_2-3_0_0_chain,464.337,"156.1019,138.0913,120.0808,338.269,320.2584,302.2478",,"156.1019,138.0913,120.0808,338.269,320.2584,302.2478"
LMST03020068_4-5_0_0_chain,464.337,"312.2533,294.2427,276.2322,182.1176,164.107,146.0964",,"312.2533,294.2427,276.2322,182.1176,164.107,146.0964"
LMST03020069_0-1_0_0_chain,415.3683,"401.3526,383.3421",,"401.3526,383.3421"
LMST03020069_7-8_0_0_chain,415.3683,"140.107,122.0964,305.2951",,"140.107,122.0964,305.2951"
LMST03020069_9-10_0_0_chain,415.3683,"279.2795,166.1226,148.1121",,"279.2795,166.1226,148.1121"
LMST03020070_0-1_0_0_chain,447.3581,"433.3424,415.3319,397.3213",,"433.3424,415.3319,397.3213"
LMST03020070_2-3_0_0_chain,447.3581,"156.1019,138.0913,120.0808,321.29,303.2795",,"156.1019,138.0913,120.0808,321.29,303.2795"
LMST03020070_4-5_0_0_chain,447.3581,"295.2744,277.2638,182.1176,164.107,146.0964",,"295.2744,277.2638,182.1176,164.107,146.0964"
LMST03020071_0-1_0_0_chain,464.3288,"450.3131,432.3026,414.292",,"450.3131,432.3026,414.292"
LMST03020071_2-3_0_0_chain,464.3288,"156.1019,138.0913,120.0808,338.2607",,"156.1019,138.0913,120.0808,338.2607"
LMST03020071_4-5_0_0_chain,464.3288,"312.2451,182.1176,164.107,146.0964",,"312.2451,182.1176,164.107,146.0964"
LMST03020072_0-1_0_0_chain,480.3237,"466.308,448.2975",,"466.308,448.2975"
LMST03020072_7-8_0_0_chain,480.3237,"140.107,122.0964,370.2505",,"140.107,122.0964,370.2505"
LMST03020072_9-10_0_0_chain,480.3237,"344.2349,166.1226,148.1121",,"344.2349,166.1226,148.1121"
LMST03020073_0-1_0_0_chain,496.3186,"482.303,464.2924,446.2818",,"482.303,464.2924,446.2818"
LMST03020073_2-3_0_0_chain,496.3186,"156.1019,138.0913,120.0808,370.2505",,"156.1019,138.0913,120.0808,370.2505"
LMST03020073_4-5_0_0_chain,496.3186,"344.2349,182.1176,164.107,146.0964",,"344.2349,182.1176,164.107,146.0964"
LMST03020074_13-14_0_0_chain,434.3628,"294.2791,276.2686,170.1176,152.107,134.0964",,"294.2791,276.2686,170.1176,152.107,134.0964"
LMST03020074_15-16_0_0_chain,434.3628,"144.1019,126.0913,108.0808,320.2948,302.2842",,"144.1019,126.0913,108.0808,320.2948,302.2842"
LMST03020075_6-7_0_0_chain,434.3628,"294.2791,276.2686,170.1176,152.107,134.0964",,"294.2791,276.2686,170.1176,152.107,134.0964"
LMST03020075_0-1_0_0_chain,434.3628,"420.3472,402.3366,384.3261",,"420.3472,402.3366,384.3261"
LMST03020075_4-5_0_0_chain,434.3628,"144.1019,126.0913,108.0808,320.2948,302.2842",,"144.1019,126.0913,108.0808,320.2948,302.2842"
LMST03020076_0-1_0_0_chain,550.255,"536.2394,518.2288",,"536.2394,518.2288"
LMST03020076_2-3_0_0_chain,550.255,"158.0976,140.087,422.1913,404.1807",,"158.0976,140.087,422.1913,404.1807"
LMST03020076_4-5_0_0_chain,550.255,"396.1756,378.1651,184.1132,166.1026",,"396.1756,378.1651,184.1132,166.1026"
LMST03020076_11-27_0_0_ring,550.255,,"519.2128,501.2023","519.2128,501.2023"
LMST03020077_0-1_0_0_chain,532.2645,"518.2488,500.2382",,"518.2488,500.2382"
LMST03020077_7-8_0_0_chain,532.2645,"140.107,122.0964,422.1913,404.1807",,"140.107,122.0964,422.1913,404.1807"
LMST03020077_9-10_0_0_chain,532.2645,"396.1756,378.1651,166.1226,148.1121",,"396.1756,378.1651,166.1226,148.1121"
LMST03020077_16-32_0_0_ring,532.2645,,"501.2223,483.2117","501.2223,483.2117"
LMST03020078_0-1_0_0_chain,548.2594,"534.2437,516.2332,498.2226",,"534.2437,516.2332,498.2226"
LMST03020078_2-3_0_0_chain,548.2594,"156.1019,138.0913,120.0808,422.1913,404.1807",,"156.1019,138.0913,120.0808,422.1913,404.1807"
LMST03020078_4-5_0_0_chain,548.2594,"396.1756,378.1651,182.1176,164.107,146.0964",,"396.1756,378.1651,182.1176,164.107,146.0964"
LMST03020078_11-27_0_0_ring,548.2594,,"517.2172,499.2066,481.1961","517.2172,499.2066,481.1961"
LMST03020079_0-1_0_0_chain,534.2801,"520.2645,502.2539",,"520.2645,502.2539"
LMST03020079_7-8_0_0_chain,534.2801,"140.107,122.0964,424.207,406.1964",,"140.107,122.0964,424.207,406.1964"
LMST03020079_9-10_0_0_chain,534.2801,"398.1913,380.1807,166.1226,148.1121",,"398.1913,380.1807,166.1226,148.1121"
LMST03020080_0-1_0_0_chain,550.275,"536.2594,518.2488,500.2382",,"536.2594,518.2488,500.2382"
LMST03020080_2-3_0_0_chain,550.275,"156.1019,138.0913,120.0808,424.207,406.1964",,"156.1019,138.0913,120.0808,424.207,406.1964"
LMST03020080_4-5_0_0_chain,550.275,"398.1913,380.1807,182.1176,164.107,146.0964",,"398.1913,380.1807,182.1176,164.107,146.0964"
LMST03020081_0-1_0_0_chain,536.2958,"522.2801,504.2696,486.259",,"522.2801,504.2696,486.259"
LMST03020081_7-8_0_0_chain,536.2958,"140.107,122.0964,426.2226,408.212",,"140.107,122.0964,426.2226,408.212"
LMST03020081_9-10_0_0_chain,536.2958,"400.207,382.1964,166.1226,148.1121",,"400.207,382.1964,166.1226,148.1121"
LMST03020081_22-23_0_0_chain,536.2958,"342.2791,324.2686,224.0505,206.0399",,"342.2791,324.2686,224.0505,206.0399"
LMST03020082_0-1_0_0_chain,552.2907,"538.275,520.2645,502.2539",,"538.275,520.2645,502.2539"
LMST03020082_2-3_0_0_chain,552.2907,"156.1019,138.0913,120.0808,426.2226,408.212",,"156.1019,138.0913,120.0808,426.2226,408.212"
LMST03020082_4-5_0_0_chain,552.2907,"400.207,382.1964,182.1176,164.107,146.0964",,"400.207,382.1964,182.1176,164.107,146.0964"
LMST03020082_17-18_0_0_chain,552.2907,"358.274,340.2635,322.2529,224.0505,206.0399",,"358.274,340.2635,322.2529,224.0505,206.0399"
LMST03020083_0-1_0_0_chain,552.2907,"538.275,520.2645,502.2539",,"538.275,520.2645,502.2539"
LMST03020083_2-3_0_0_chain,552.2907,"156.1019,138.0913,120.0808,426.2226,408.212",,"156.1019,138.0913,120.0808,426.2226,408.212"
LMST03020083_4-5_0_0_chain,552.2907,"400.207,382.1964,182.1176,164.107,146.0964",,"400.207,382.1964,182.1176,164.107,146.0964"
LMST03020083_18-19_0_0_chain,552.2907,"372.2897,354.2791,336.2686,210.0348,192.0242",,"372.2897,354.2791,336.2686,210.0348,192.0242"
LMST03020084_0-1_0_0_chain,442.3116,"428.2959,410.2854,392.2748",,"428.2959,410.2854,392.2748"
LMST03020084_2-3_0_0_chain,442.3116,"158.0976,140.087,314.2478,296.2373",,"158.0976,140.087,314.2478,296.2373"
LMST03020084_4-5_0_0_chain,442.3116,"288.2322,270.2216,184.1132,166.1026",,"288.2322,270.2216,184.1132,166.1026"
LMST03020084_11-21_0_0_ring,442.3116,,"411.2694,393.2588,375.2482","411.2694,393.2588,375.2482"
LMST03020085_0-1_0_0_chain,538.3114,"524.2958,506.2852,488.2746",,"524.2958,506.2852,488.2746"
LMST03020085_2-3_0_0_chain,538.3114,"156.1019,138.0913,120.0808,412.2433",,"156.1019,138.0913,120.0808,412.2433"
LMST03020085_4-5_0_0_chain,538.3114,"386.2277,182.1176,164.107,146.0964",,"386.2277,182.1176,164.107,146.0964"
LMST03020086_0-1_0_0_chain,538.3114,"524.2958,506.2852,488.2746",,"524.2958,506.2852,488.2746"
LMST03020086_7-8_0_0_chain,538.3114,"140.107,122.0964,428.2382,410.2277",,"140.107,122.0964,428.2382,410.2277"
LMST03020086_9-10_0_0_chain,538.3114,"402.2226,384.212,166.1226,148.1121",,"402.2226,384.212,166.1226,148.1121"
LMST03020087_19-20_0_0_chain,570.3012,"402.2226,384.212,198.1125,180.1019",,"402.2226,384.212,198.1125,180.1019"
LMST03020087_25-26_0_0_ring,570.3012,,"539.259,521.2485,503.2379","539.259,521.2485,503.2379"
LMST03020088_0-1_0_0_chain,554.3063,"540.2907,522.2801,504.2696",,"540.2907,522.2801,504.2696"
LMST03020088_2-3_0_0_chain,554.3063,"156.1019,138.0913,120.0808,428.2382,410.2277",,"156.1019,138.0913,120.0808,428.2382,410.2277"
LMST03020088_4-5_0_0_chain,554.3063,"402.2226,384.212,182.1176,164.107,146.0964",,"402.2226,384.212,182.1176,164.107,146.0964"
LMST03020089_0-1_0_0_chain,554.3063,"540.2907,522.2801,504.2696",,"540.2907,522.2801,504.2696"
LMST03020089_2-3_0_0_chain,554.3063,"156.1019,138.0913,120.0808,428.2382,410.2277",,"156.1019,138.0913,120.0808,428.2382,410.2277"
LMST03020089_4-5_0_0_chain,554.3063,"402.2226,384.212,182.1176,164.107,146.0964",,"402.2226,384.212,182.1176,164.107,146.0964"
LMST03020090_0-1_0_0_chain,570.3012,"556.2856,538.275,520.2645",,"556.2856,538.275,520.2645"
LMST03020090_2-3_0_0_chain,570.3012,"156.1019,138.0913,120.0808,444.2332,426.2226,408.212",,"156.1019,138.0913,120.0808,444.2332,426.2226,408.212"
LMST03020090_4-5_0_0_chain,570.3012,"418.2175,400.207,382.1964,182.1176,164.107,146.0964",,"418.2175,400.207,382.1964,182.1176,164.107,146.0964"
LMST03020091_0-1_0_0_chain,424.321,"410.3053,392.2948,374.2842",,"410.3053,392.2948,374.2842"
LMST03020091_7-8_0_0_chain,424.321,"140.107,122.0964,314.2478,296.2373",,"140.107,122.0964,314.2478,296.2373"
LMST03020091_9-10_0_0_chain,424.321,"288.2322,270.2216,166.1226,148.1121",,"288.2322,270.2216,166.1226,148.1121"
LMST03020091_16-26_0_0_ring,424.321,,"393.2788,375.2682,357.2577","393.2788,375.2682,357.2577"
LMST03020092_0-1_0_0_chain,440.3159,"426.3002,408.2897,390.2791",,"426.3002,408.2897,390.2791"
LMST03020092_2-3_0_0_chain,440.3159,"156.1019,138.0913,120.0808,314.2478",,"156.1019,138.0913,120.0808,314.2478"
LMST03020092_4-5_0_0_chain,440.3159,"288.2322,182.1176,164.107,146.0964",,"288.2322,182.1176,164.107,146.0964"
LMST03020092_17-18_0_0_chain,440.3159,"358.274,340.2635,322.2529,112.0757",,"358.274,340.2635,322.2529,112.0757"
LMST03020093_0-1_0_0_chain,440.3159,"426.3002,408.2897,390.2791",,"426.3002,408.2897,390.2791"
LMST03020093_2-3_0_0_chain,440.3159,"156.1019,138.0913,120.0808,314.2478",,"156.1019,138.0913,120.0808,314.2478"
LMST03020093_4-5_0_0_chain,440.3159,"288.2322,182.1176,164.107,146.0964",,"288.2322,182.1176,164.107,146.0964"
LMST03020094_0-1_0_0_chain,440.3159,"426.3002,408.2897,390.2791",,"426.3002,408.2897,390.2791"
LMST03020094_2-3_0_0_chain,440.3159,"156.1019,138.0913,120.0808,314.2478",,"156.1019,138.0913,120.0808,314.2478"
LMST03020094_4-5_0_0_chain,440.3159,"288.2322,182.1176,164.107,146.0964",,"288.2322,182.1176,164.107,146.0964"
LMST03020095_0-1_0_0_chain,440.3159,"426.3002,408.2897,390.2791",,"426.3002,408.2897,390.2791"
LMST03020095_2-3_0_0_chain,440.3159,"156.1019,138.0913,120.0808,314.2478",,"156.1019,138.0913,120.0808,314.2478"
LMST03020095_4-5_0_0_chain,440.3159,"288.2322,182.1176,164.107,146.0964",,"288.2322,182.1176,164.107,146.0964"
LMST03020096_0-1_0_0_chain,440.3159,"426.3002,408.2897,390.2791",,"426.3002,408.2897,390.2791"
LMST03020096_2-3_0_0_chain,440.3159,"156.1019,138.0913,120.0808,314.2478,296.2373",,"156.1019,138.0913,120.0808,314.2478,296.2373"
LMST03020096_4-5_0_0_chain,440.3159,"288.2322,270.2216,182.1176,164.107,146.0964",,"288.2322,270.2216,182.1176,164.107,146.0964"
LMST03020096_11-21_0_0_ring,440.3159,,"409.2737,391.2631,373.2526","409.2737,391.2631,373.2526"
LMST03020098_0-1_0_0_chain,498.3189,"484.3033,466.2927,448.2822",,"484.3033,466.2927,448.2822"
