,mz,diagIonsInChian,diagIonsInRing,characteristicMass,RT,CCS,Standard
LMST03020482_19-20_0_0_chain,498.394146,"384.28969,366.27913,348.26857,144.13828,126.12772",,"384.28969,366.27913,348.26857,144.13828,126.12772",486.7723999,238.0149014,
LMST03020482_2-3_0_0_chain,498.394146,"156.1019,138.09134,120.08078,372.32607,354.31551",,"156.1019,138.09134,120.08078,372.32607,354.31551",469.0991211,240.3769263,
LMST03020482_4-5_0_0_chain,498.394146,"346.31042,328.29986,182.11755,164.10699,146.09643",,"346.31042,328.29986,182.11755,164.10699,146.09643",563.1733398,238.4029661,
LMST03020483_0-1_0_0_chain,498.394146,"484.3785,466.36794,448.35738",,"484.3785,466.36794,448.35738",548.0794067,243.3738047,
LMST03020483_2-3_0_0_chain,498.394146,"156.1019,138.09134,120.08078,372.32607,354.31551",,"156.1019,138.09134,120.08078,372.32607,354.31551",423.9262085,238.0740948,
LMST03020483_4-5_0_0_chain,498.394146,"346.31042,328.29986,182.11755,164.10699,146.09643",,"346.31042,328.29986,182.11755,164.10699,146.09643",565.1374512,239.7558929,
LMST03020484_0-1_0_0_chain,498.394146,"484.3785,466.36794,448.35738",,"484.3785,466.36794,448.35738",568.8112183,243.3738047,
LMST03020484_2-3_0_0_chain,498.394146,"156.1019,138.09134,120.08078,372.32607,354.31551",,"156.1019,138.09134,120.08078,372.32607,354.31551",449.0078125,238.0740948,
LMST03020484_4-5_0_0_chain,498.394146,"346.31042,328.29986,182.11755,164.10699,146.09643",,"346.31042,328.29986,182.11755,164.10699,146.09643",584.77771,239.7558929,
LMST03020485_0-1_0_0_chain,514.38906,"500.37341,482.36285,464.35229",,"500.37341,482.36285,464.35229",598.8297729,243.7913883,
LMST03020485_2-3_0_0_chain,514.38906,"156.1019,138.09134,120.08078,388.32099,370.31043",,"156.1019,138.09134,120.08078,388.32099,370.31043",534.3773193,238.7491062,
LMST03020485_4-5_0_0_chain,514.38906,"362.30534,344.29478,182.11755,164.10699,146.09643",,"362.30534,344.29478,182.11755,164.10699,146.09643",601.8594971,240.6509671,
LMST03020486_0-1_0_0_chain,514.38906,"500.37341,482.36285,464.35229",,"500.37341,482.36285,464.35229",555.8618774,243.7913883,
LMST03020486_2-3_0_0_chain,514.38906,"156.1019,138.09134,120.08078,388.32099,370.31043",,"156.1019,138.09134,120.08078,388.32099,370.31043",464.8476563,238.7491062,
LMST03020486_4-5_0_0_chain,514.38906,"362.30534,344.29478,182.11755,164.10699,146.09643",,"362.30534,344.29478,182.11755,164.10699,146.09643",575.579834,240.6509671,
LMST03020487_0-1_0_0_chain,514.38906,"500.37341,482.36285,464.35229",,"500.37341,482.36285,464.35229",543.9627686,238.5826761,
LMST03020487_2-3_0_0_chain,514.38906,"156.1019,138.09134,120.08078,388.32099,370.31043",,"156.1019,138.09134,120.08078,388.32099,370.31043",445.3061523,233.806074,
LMST03020487_4-5_0_0_chain,514.38906,"362.30534,344.29478,182.11755,164.10699,146.09643",,"362.30534,344.29478,182.11755,164.10699,146.09643",566.6967163,235.1685738,
LMST03020488_0-1_0_0_chain,514.38906,"500.37341,482.36285,464.35229",,"500.37341,482.36285,464.35229",563.7607422,244.6178765,
LMST03020488_2-3_0_0_chain,514.38906,"156.1019,138.09134,120.08078,388.32099,370.31043,352.29987",,"156.1019,138.09134,120.08078,388.32099,370.31043,352.29987",456.8160095,239.5324745,
LMST03020488_4-5_0_0_chain,514.38906,"362.30534,344.29478,326.28422,182.11755,164.10699,146.09643",,"362.30534,344.29478,326.28422,182.11755,164.10699,146.09643",577.755188,241.0088505,
LMST03020489_0-1_0_0_chain,514.38906,"500.37341,482.36285,464.35229",,"500.37341,482.36285,464.35229",543.0391235,244.6178765,
LMST03020489_2-3_0_0_chain,514.38906,"156.1019,138.09134,120.08078,388.32099,370.31043,352.29987",,"156.1019,138.09134,120.08078,388.32099,370.31043,352.29987",428.3772888,239.5324745,
LMST03020489_4-5_0_0_chain,514.38906,"362.30534,344.29478,326.28422,182.11755,164.10699,146.09643",,"362.30534,344.29478,326.28422,182.11755,164.10699,146.09643",561.274292,241.0088505,
LMST03020490_0-1_0_0_chain,514.38906,"500.37341,482.36285,464.35229",,"500.37341,482.36285,464.35229",536.661377,244.6178765,
LMST03020490_2-3_0_0_chain,514.38906,"156.1019,138.09134,120.08078,388.32099,370.31043,352.29987",,"156.1019,138.09134,120.08078,388.32099,370.31043,352.29987",422.0234375,239.5324745,
LMST03020490_4-5_0_0_chain,514.38906,"362.30534,344.29478,326.28422,182.11755,164.10699,146.09643",,"362.30534,344.29478,326.28422,182.11755,164.10699,146.09643",556.9033203,241.0088505,
LMST03020491_0-1_0_0_chain,514.38906,"500.37341,482.36285,464.35229",,"500.37341,482.36285,464.35229",540.0322266,244.6178765,
LMST03020491_2-3_0_0_chain,514.38906,"156.1019,138.09134,120.08078,388.32099,370.31043,352.29987",,"156.1019,138.09134,120.08078,388.32099,370.31043,352.29987",423.8566589,239.5324745,
LMST03020491_4-5_0_0_chain,514.38906,"362.30534,344.29478,326.28422,182.11755,164.10699,146.09643",,"362.30534,344.29478,326.28422,182.11755,164.10699,146.09643",559.8515625,241.0088505,
LMST03020492_0-1_0_0_chain,562.373803,"387.28935,417.32373,431.33937,548.35815",,"387.28935,417.32373,431.33937,548.35815",398.2362671,250.0400631,
LMST03020492_2-3_0_0_chain,562.373803,"109.06479,139.09916,270.13359,322.27404,431.33937",,"109.06479,139.09916,270.13359,322.27404,431.33937",261.6187439,245.6861498,
LMST03020492_4-5_0_0_chain,562.373803,"135.08044,165.11481,296.14924,296.25839,431.33937",,"135.08044,165.11481,296.14924,296.25839,431.33937",426.938324,247.2993543,
LMST03020493_12-13_0_0_chain,500.409795,"278.28421,252.15941,234.14885,216.13829",,"278.28421,252.15941,234.14885,216.13829",585.0557251,238.1759917,
LMST03020493_14-15_0_0_chain,500.409795,"226.14376,208.1332,190.12264,304.29986",,"226.14376,208.1332,190.12264,304.29986",537.423584,238.4895371,
LMST03020493_21-22_0_0_chain,500.409795,"400.35737,382.34681,130.08625,112.07569",,"400.35737,382.34681,130.08625,112.07569",561.5211182,243.4090675,
LMST03020494_12-13_0_0_chain,500.409795,"278.28421,252.15941,234.14885,216.13829",,"278.28421,252.15941,234.14885,216.13829",585.2528076,238.1759917,
LMST03020494_14-15_0_0_chain,500.409795,"226.14376,208.1332,190.12264,304.29986",,"226.14376,208.1332,190.12264,304.29986",537.423584,238.4895371,
LMST03020494_21-22_0_0_chain,500.409795,"400.35737,382.34681,130.08625,112.07569",,"400.35737,382.34681,130.08625,112.07569",561.2808838,243.4090675,
LMST03020495_0-1_0_0_chain,516.404709,"502.38906,484.3785,466.36794",,"502.38906,484.3785,466.36794",518.878418,241.4408537,
LMST03020495_2-3_0_0_chain,516.404709,"156.1019,138.09134,120.08078,390.33664,372.32608",,"156.1019,138.09134,120.08078,390.33664,372.32608",398.3126831,237.4680105,
LMST03020495_4-5_0_0_chain,516.404709,"364.32099,346.31043,182.11755,164.10699,146.09643",,"364.32099,346.31043,182.11755,164.10699,146.09643",500.7286377,238.965707,
LMST03020496_0-1_0_0_chain,502.425445,"488.4098,470.39924,452.38868",,"488.4098,470.39924,452.38868",553.7297974,238.1915863,
LMST03020496_2-3_0_0_chain,502.425445,"212.16449,194.15393,176.14337,320.29477,302.28421",,"212.16449,194.15393,176.14337,320.29477,302.28421",456.9498901,234.5833831,
LMST03020496_4-5_0_0_chain,502.425445,"294.27912,276.26856,238.18014,220.16958,202.15902",,"294.27912,276.26856,238.18014,220.16958,202.15902",570.9441528,236.4693665,
LMST03020497_0-1_0_0_chain,502.425445,"488.4098,470.39924,452.38868",,"488.4098,470.39924,452.38868",532.4332886,238.1915863,
LMST03020497_2-3_0_0_chain,502.425445,"212.16449,194.15393,176.14337,320.29477,302.28421",,"212.16449,194.15393,176.14337,320.29477,302.28421",420.7643433,234.5833831,
LMST03020497_4-5_0_0_chain,502.425445,"294.27912,276.26856,238.18014,220.16958,202.15902",,"294.27912,276.26856,238.18014,220.16958,202.15902",560.7764282,236.4693665,
LMST03020498_0-1_0_0_chain,502.425445,"488.4098,470.39924,452.38868",,"488.4098,470.39924,452.38868",590.8518677,240.2627646,
LMST03020498_2-3_0_0_chain,502.425445,"156.1019,138.09134,120.08078,376.35737,358.34681",,"156.1019,138.09134,120.08078,376.35737,358.34681",487.6806641,236.072087,
LMST03020498_4-5_0_0_chain,502.425445,"350.34172,332.33116,182.11755,164.10699,146.09643",,"350.34172,332.33116,182.11755,164.10699,146.09643",598.255127,236.8241004,
LMST03020499_0-1_0_0_chain,502.425445,"488.4098,470.39924,452.38868",,"488.4098,470.39924,452.38868",573.7313232,241.2368906,
LMST03020499_2-3_0_0_chain,502.425445,"156.1019,138.09134,120.08078,376.35737,358.34681",,"156.1019,138.09134,120.08078,376.35737,358.34681",451.4828186,236.7930769,
LMST03020499_4-5_0_0_chain,502.425445,"350.34172,332.33116,182.11755,164.10699,146.09643",,"350.34172,332.33116,182.11755,164.10699,146.09643",586.8105469,238.1604641,
LMST03020500_0-1_0_0_chain,518.420359,"504.40471,486.39415,468.38359",,"504.40471,486.39415,468.38359",592.1349487,249.4199377,
LMST03020500_2-3_0_0_chain,518.420359,"244.15432,226.14376,208.1332,304.29986",,"244.15432,226.14376,208.1332,304.29986",561.0223389,246.6050586,
LMST03020500_4-5_0_0_chain,518.420359,"278.28421,270.16997,252.15941,234.14885",,"278.28421,270.16997,252.15941,234.14885",589.0476074,248.8406811,
LMST03020501_0-1_0_0_chain,518.420359,"504.40471,486.39415,468.38359",,"504.40471,486.39415,468.38359",553.6012573,244.1791731,
LMST03020501_2-3_0_0_chain,518.420359,"228.15941,210.14885,192.13829,320.29477,302.28421",,"228.15941,210.14885,192.13829,320.29477,302.28421",473.4943848,240.2969335,
LMST03020501_4-5_0_0_chain,518.420359,"294.27912,276.26856,254.17506,236.1645,218.15394",,"294.27912,276.26856,254.17506,236.1645,218.15394",569.6072388,242.2948597,
LMST03020502_0-1_0_0_chain,518.420359,"504.40471,486.39415,468.38359",,"504.40471,486.39415,468.38359",599.7935791,242.9978233,
LMST03020502_2-3_0_0_chain,518.420359,"156.1019,138.09134,120.08078,392.35228,374.34172",,"156.1019,138.09134,120.08078,392.35228,374.34172",516.6448975,238.9419076,
LMST03020502_4-5_0_0_chain,518.420359,"366.33664,348.32608,182.11755,164.10699,146.09643",,"366.33664,348.32608,182.11755,164.10699,146.09643",595.0307617,241.3660075,
LMST03020503_0-1_0_0_chain,518.420359,"504.40471,486.39415,468.38359",,"504.40471,486.39415,468.38359",546.3059082,243.4905086,
LMST03020503_2-3_0_0_chain,518.420359,"156.1019,138.09134,120.08078,392.35228,374.34172",,"156.1019,138.09134,120.08078,392.35228,374.34172",419.0968018,239.4717735,
LMST03020503_4-5_0_0_chain,518.420359,"366.33664,348.32608,182.11755,164.10699,146.09643",,"366.33664,348.32608,182.11755,164.10699,146.09643",561.6089478,241.3001831,
LMST03020504_0-1_0_0_chain,518.420359,"504.40471,486.39415,468.38359",,"504.40471,486.39415,468.38359",583.4000854,243.6908225,
LMST03020504_2-3_0_0_chain,518.420359,"156.1019,138.09134,120.08078,392.35228,374.34172,356.33116",,"156.1019,138.09134,120.08078,392.35228,374.34172,356.33116",490.0258179,239.170572,
LMST03020504_4-5_0_0_chain,518.420359,"366.33664,348.32608,330.31552,182.11755,164.10699,146.09643",,"366.33664,348.32608,330.31552,182.11755,164.10699,146.09643",591.5848999,241.174937,
LMST03020505_0-1_0_0_chain,518.420359,"504.40471,486.39415,468.38359",,"504.40471,486.39415,468.38359",606.7334595,239.7484673,
LMST03020505_2-3_0_0_chain,518.420359,"156.1019,138.09134,120.08078,392.35228,374.34172",,"156.1019,138.09134,120.08078,392.35228,374.34172",536.125061,235.7513706,
LMST03020505_4-5_0_0_chain,518.420359,"366.33664,348.32608,182.11755,164.10699,146.09643",,"366.33664,348.32608,182.11755,164.10699,146.09643",603.4592285,238.196554,
LMST03020506_0-1_0_0_chain,518.420359,"504.40471,486.39415,468.38359",,"504.40471,486.39415,468.38359",565.1990967,238.8495581,
LMST03020506_2-3_0_0_chain,518.420359,"156.1019,138.09134,120.08078,392.35228,374.34172,356.33116",,"156.1019,138.09134,120.08078,392.35228,374.34172,356.33116",451.8207092,235.7365507,
LMST03020506_4-5_0_0_chain,518.420359,"366.33664,348.32608,330.31552,182.11755,164.10699,146.09643",,"366.33664,348.32608,330.31552,182.11755,164.10699,146.09643",555.7971191,236.5643697,
LMST03020507_0-1_0_0_chain,518.420359,"504.40471,486.39415,468.38359",,"504.40471,486.39415,468.38359",544.7976685,243.6908225,
LMST03020507_2-3_0_0_chain,518.420359,"156.1019,138.09134,120.08078,392.35228,374.34172,356.33116",,"156.1019,138.09134,120.08078,392.35228,374.34172,356.33116",426.0423279,239.170572,
LMST03020507_4-5_0_0_chain,518.420359,"366.33664,348.32608,330.31552,182.11755,164.10699,146.09643",,"366.33664,348.32608,330.31552,182.11755,164.10699,146.09643",563.3293457,241.174937,
LMST03020508_0-1_0_0_chain,534.415273,"520.39962,502.38906,484.3785",,"520.39962,502.38906,484.3785",538.9598389,247.2900276,
LMST03020508_2-3_0_0_chain,534.415273,"244.15432,226.14376,208.1332,320.29477,302.28421",,"244.15432,226.14376,208.1332,320.29477,302.28421",457.855957,244.9221273,
LMST03020508_4-5_0_0_chain,534.415273,"294.27912,276.26856,270.16997,252.15941,234.14885",,"294.27912,276.26856,270.16997,252.15941,234.14885",558.5350342,246.4750731,
LMST03020509_0-1_0_0_chain,518.420359,"504.40471,486.39415,468.38359",,"504.40471,486.39415,468.38359",562.5133057,246.1941909,
LMST03020509_2-3_0_0_chain,518.420359,"228.15941,210.14885,192.13829,320.29477,302.28421",,"228.15941,210.14885,192.13829,320.29477,302.28421",495.1293945,243.0882846,
LMST03020509_4-5_0_0_chain,518.420359,"294.27912,276.26856,254.17506,236.1645,218.15394",,"294.27912,276.26856,254.17506,236.1645,218.15394",573.5994873,244.5440008,
LMST03020510_0-1_0_0_chain,504.347199,"490.33155,472.32099,454.31043",,"490.33155,472.32099,454.31043",427.4632568,241.8794593,
LMST03020510_2-3_0_0_chain,504.347199,"156.1019,138.09134,120.08078,378.27912,360.26856",,"156.1019,138.09134,120.08078,378.27912,360.26856",300.6828918,236.085232,
LMST03020510_4-5_0_0_chain,504.347199,"352.26348,334.25292,182.11755,164.10699,146.09643",,"352.26348,334.25292,182.11755,164.10699,146.09643",459.2468262,237.1268948,
LMST03020511_0-1_0_0_chain,540.368325,"526.35268,508.34212,490.33156",,"526.35268,508.34212,490.33156",432.694519,245.5640865,
LMST03020511_2-3_0_0_chain,540.368325,"156.1019,138.09134,120.08078,414.30025,396.28969",,"156.1019,138.09134,120.08078,414.30025,396.28969",308.5697021,237.2817112,
LMST03020511_4-5_0_0_chain,540.368325,"388.2846,370.27404,182.11755,164.10699,146.09643",,"388.2846,370.27404,182.11755,164.10699,146.09643",458.763916,235.5323882,
LMST03020511_6-7_0_0_ring,540.368325,,"509.32612500000005,491.315565,473.30500500000005","509.32612500000005,491.315565,473.30500500000005",353.9109802,239.0751371,
LMST03020512_0-1_0_0_chain,510.394146,"496.3785,478.36794,460.35738",,"496.3785,478.36794,460.35738",560.0484009,244.7764638,
LMST03020512_17-18_0_0_chain,510.394146,"358.27404,340.26348,322.25292,182.15393,164.14337",,"358.27404,340.26348,322.25292,182.15393,164.14337",500.0302124,239.7280028,
LMST03020512_19-20_0_0_chain,510.394146,"384.28969,366.27913,348.26857,156.13828,138.12772",,"384.28969,366.27913,348.26857,156.13828,138.12772",532.5716553,240.9603836,
LMST03020512_21-22_0_0_chain,510.394146,"410.30534,392.29478,374.28422,130.12263,112.11207",,"410.30534,392.29478,374.28422,130.12263,112.11207",524.4098511,245.0592706,
LMST03020512_2-3_0_0_chain,510.394146,"156.1019,138.09134,120.08078,384.32607,366.31551",,"156.1019,138.09134,120.08078,384.32607,366.31551",503.1886597,241.5917498,
LMST03020512_4-5_0_0_chain,510.394146,"358.31042,340.29986,182.11755,164.10699,146.09643",,"358.31042,340.29986,182.11755,164.10699,146.09643",572.4490356,244.3637184,
LMST03020513_0-1_0_0_chain,512.409795,"498.39415,480.38359,462.37303",,"498.39415,480.38359,462.37303",554.0011597,241.4169362,
LMST03020513_17-18_0_0_chain,512.409795,"358.27404,340.26348,322.25292,184.16958,166.15902",,"358.27404,340.26348,322.25292,184.16958,166.15902",527.1901245,236.8422216,
LMST03020513_19-20_0_0_chain,512.409795,"384.28969,366.27913,348.26857,158.15393,140.14337",,"384.28969,366.27913,348.26857,158.15393,140.14337",495.4370117,238.013454,
LMST03020513_2-3_0_0_chain,512.409795,"156.1019,138.09134,120.08078,386.34172,368.33116",,"156.1019,138.09134,120.08078,386.34172,368.33116",488.1911316,238.6404123,
LMST03020513_4-5_0_0_chain,512.409795,"360.32607,342.31551,182.11755,164.10699,146.09643",,"360.32607,342.31551,182.11755,164.10699,146.09643",565.5606689,240.5444734,
LMST03020514_0-1_0_0_chain,512.409795,"498.39415,480.38359,462.37303",,"498.39415,480.38359,462.37303",568.5487061,245.7076967,
LMST03020514_2-3_0_0_chain,512.409795,"156.1019,138.09134,120.08078,386.34172,368.33116",,"156.1019,138.09134,120.08078,386.34172,368.33116",449.0574341,240.6544821,
LMST03020514_4-5_0_0_chain,512.409795,"360.32607,342.31551,182.11755,164.10699,146.09643",,"360.32607,342.31551,182.11755,164.10699,146.09643",583.8254395,242.7425565,
LMST03020515_0-1_0_0_chain,528.404709,"514.38906,496.3785,478.36794",,"514.38906,496.3785,478.36794",564.0756836,246.1539,
LMST03020515_2-3_0_0_chain,528.404709,"156.1019,138.09134,120.08078,402.33664,384.32608",,"156.1019,138.09134,120.08078,402.33664,384.32608",480.8337402,241.6319866,
LMST03020515_4-5_0_0_chain,528.404709,"376.32099,358.31043,182.11755,164.10699,146.09643",,"376.32099,358.31043,182.11755,164.10699,146.09643",580.4194946,242.7883218,
LMST03020516_0-1_0_0_chain,528.404709,"514.38906,496.3785,478.36794",,"514.38906,496.3785,478.36794",542.0224609,248.4131391,
LMST03020516_2-3_0_0_chain,528.404709,"156.1019,138.09134,120.08078,402.33664,384.32608,366.31552",,"156.1019,138.09134,120.08078,402.33664,384.32608,366.31552",425.7452393,243.1630205,
LMST03020516_4-5_0_0_chain,528.404709,"376.32099,358.31043,340.29987,182.11755,164.10699,146.09643",,"376.32099,358.31043,340.29987,182.11755,164.10699,146.09643",561.34375,245.1862256,
LMST03020517_0-1_0_0_chain,528.404709,"514.38906,496.3785,478.36794",,"514.38906,496.3785,478.36794",565.2147217,248.4131391,
LMST03020517_2-3_0_0_chain,528.404709,"156.1019,138.09134,120.08078,402.33664,384.32608,366.31552",,"156.1019,138.09134,120.08078,402.33664,384.32608,366.31552",457.3292236,243.1630205,
LMST03020517_4-5_0_0_chain,528.404709,"376.32099,358.31043,340.29987,182.11755,164.10699,146.09643",,"376.32099,358.31043,340.29987,182.11755,164.10699,146.09643",578.2766724,245.1862256,
LMST03020518_0-1_0_0_chain,528.404709,"514.38906,496.3785,478.36794",,"514.38906,496.3785,478.36794",538.9006348,248.4131391,
LMST03020518_2-3_0_0_chain,528.404709,"156.1019,138.09134,120.08078,402.33664,384.32608,366.31552",,"156.1019,138.09134,120.08078,402.33664,384.32608,366.31552",423.9542236,243.1630205,
LMST03020518_4-5_0_0_chain,528.404709,"376.32099,358.31043,340.29987,182.11755,164.10699,146.09643",,"376.32099,358.31043,340.29987,182.11755,164.10699,146.09643",558.5221558,245.1862256,
LMST03020519_0-1_0_0_chain,528.404709,"514.38906,496.3785,478.36794",,"514.38906,496.3785,478.36794",544.6655273,248.4131391,
LMST03020519_2-3_0_0_chain,528.404709,"156.1019,138.09134,120.08078,402.33664,384.32608,366.31552",,"156.1019,138.09134,120.08078,402.33664,384.32608,366.31552",429.9256592,243.1630205,
LMST03020519_4-5_0_0_chain,528.404709,"376.32099,358.31043,340.29987,182.11755,164.10699,146.09643",,"376.32099,358.31043,340.29987,182.11755,164.10699,146.09643",562.5943604,245.1862256,
LMST03020520_0-1_0_0_chain,516.441094,"502.42544,484.41488,466.40432",,"502.42544,484.41488,466.40432",578.1757202,247.900586,
